"P39_NL","P39_L","P33_NL","P33_L","P22_NL","P22_L","P19_NL","P19_L","P65_NL","P65_L"
"C2orf76",137,231,171,327,75,135,114,424,305,318
"C2orf78",0,0,0,0,0,1,0,0,2,3
"C2orf80",3,0,23,4,1,0,5,1,0,1
"C2orf81",47,28,86,32,25,6,70,57,17,31
"C2orf83",3,0,1,1,0,0,1,3,1,1
"C2orf88",56,53,177,116,18,22,44,102,40,42
"C2orf91",3,4,20,12,0,0,2,7,4,3
"C2orf92",32,47,348,180,17,8,37,100,58,58
"C3",42,32,99,64,27,7,199,52,23,22
"C3AR1",2,4,9,11,3,4,8,28,1,1
"C3orf14",211,460,263,606,94,230,117,458,413,498
"C3orf18",25,21,136,39,20,4,65,81,30,30
"C3orf20",7,6,26,10,3,0,2,5,5,1
"C3orf22",0,0,2,0,0,0,0,1,0,0
"C3orf33",40,39,74,109,16,23,21,54,45,44
"C3orf35",75,51,374,210,19,6,31,39,59,43
"C3orf36",4,3,9,6,0,1,1,0,5,6
"C3orf38",557,486,1041,795,161,146,251,714,711,888
"C3orf49",8,6,16,13,4,2,12,14,4,6
"C3orf52",757,412,9778,2366,267,132,321,566,1968,1311
"C3orf56",0,0,0,0,0,0,0,0,0,0
"C3orf62",152,123,540,349,28,44,67,247,211,231
"C3orf67",10,27,58,57,6,8,12,18,16,27
"C3orf67-AS1",2,0,1,1,2,0,1,2,0,1
"C3orf70",52,19,189,32,37,5,67,56,85,29
"C3orf80",0,0,0,0,0,0,0,0,0,0
"C3orf84",0,0,1,0,0,0,0,0,1,1
"C3orf85",0,0,13,0,1,0,0,3,0,0
"C3orf86",0,0,1,1,0,0,0,1,2,0
"C3P1",0,0,0,0,0,0,0,8,2,2
"C4A",36,37,257,120,18,5,46,69,100,67
"C4A-AS1",2,2,29,6,1,0,1,2,7,6
"C4B",16,25,83,67,5,7,16,31,83,32
"C4B-AS1",2,2,29,6,1,0,1,2,7,6
"C4BPA",1,1,0,0,0,0,0,2,2,0
"C4BPAP1",0,0,0,0,0,0,0,0,0,0
"C4BPAP2",1,0,0,2,0,0,0,0,0,0
"C4BPB",21,8,116,45,3,3,12,15,21,14
"C4orf17",4,3,53,21,0,0,2,5,2,5
"C4orf19",19,22,82,38,7,15,10,20,19,30
"C4orf3",4607,3462,5698,6143,2057,2305,3565,8000,5126,6696
"C4orf33",183,324,567,718,37,121,57,436,352,408
"C4orf36",46,56,144,173,27,47,21,78,72,80
"C4orf45",0,0,2,3,0,1,0,0,1,0
"C4orf46",171,150,537,427,40,50,90,186,194,152
"C4orf47",11,7,25,10,7,3,8,10,12,7
"C4orf48",18,3,59,1,19,1,58,43,11,5
"C4orf50",0,1,3,1,1,0,0,16,1,0
"C4orf51",0,0,0,0,1,0,0,1,1,0
"C4orf54",0,0,4,0,0,0,0,8,1,0
"C5",127,272,534,700,29,27,74,159,266,252
"C5AR1",15,11,116,44,5,1,10,10,13,16
"C5AR2",58,42,577,176,12,9,10,21,66,80
"C5orf15",1343,1041,1932,2101,297,232,447,1791,1799,1422
"C5orf17",6,6,27,19,2,1,5,7,9,12
"C5orf22",729,570,1015,987,188,150,408,1083,740,857
"C5orf24",1251,1116,2575,2071,295,192,621,1658,1876,1346
"C5orf34",51,79,120,142,19,13,16,101,66,65
"C5orf34-AS1",6,1,21,14,4,0,8,13,8,5
"C5orf38",211,125,421,161,125,47,238,219,100,148
"C5orf46",585,1191,506,1310,238,535,360,293,2711,5026
"C5orf47",0,1,0,0,0,0,0,0,0,2
"C5orf49",34,11,32,6,12,2,19,11,37,8
"C5orf51",1138,860,2494,1639,253,169,416,1018,1285,1208
"C5orf52",0,0,0,0,0,0,0,1,0,0
"C5orf58",0,0,3,3,0,0,0,4,0,0
"C5orf60",4,0,11,2,0,0,1,6,1,1
"C5orf63",21,49,61,72,7,14,23,75,43,49
"C5orf64",7,15,60,30,3,0,6,6,7,7
"C5orf64-AS1",0,0,0,0,0,0,0,0,0,0
"C5orf66",26,43,355,210,11,11,20,64,115,62
"C5orf66-AS1",0,2,0,0,0,0,0,0,0,0
"C5orf66-AS2",0,0,0,0,0,0,0,0,0,0
"C5orf67",5,1,9,5,3,0,2,2,15,17
"C6",0,0,0,0,0,0,0,1,0,0
"C6orf118",0,0,0,0,0,0,0,1,0,0
"C6orf120",383,337,947,648,129,99,219,707,620,557
"C6orf132",9089,3495,22750,6265,4558,1366,6678,6484,7513,4522
"C6orf136",474,278,1045,620,156,85,527,712,340,275
"C6orf141",62,65,319,248,7,7,17,82,116,98
"C6orf15",276,154,319,190,119,94,267,253,203,338
"C6orf163",11,11,43,44,2,1,5,22,37,15
"C6orf201",2,4,18,26,1,0,2,3,4,0
"C6orf223",15,8,51,19,3,4,32,11,5,6
"C6orf226",286,181,316,186,171,115,324,470,174,168
"C6orf47",1578,644,3233,1197,588,220,1254,1673,1382,1187
"C6orf47-AS1",0,0,0,0,0,0,0,0,0,0
"C6orf52",4,17,10,18,4,2,9,26,22,23
"C6orf58",2,0,4,4,1,0,1,5,1,1
"C6orf62",1223,1376,5133,4443,284,293,815,3283,2644,2158
"C6orf89",3226,1739,5975,3011,1451,495,1811,2973,3478,2111
"C6orf99",5,12,27,34,5,6,2,10,14,22
"C7",1,0,5,2,0,1,0,2,0,1
"C7orf25",79,43,129,93,22,13,60,100,54,86
"C7orf26",1561,637,3290,1046,671,194,1290,1403,1007,683
"C7orf31",65,74,199,277,42,38,60,198,90,76
"C7orf33",0,0,0,0,0,0,0,0,0,0
"C7orf50",1183,497,1168,711,586,284,1331,1261,675,649
"C7orf57",1,5,5,4,0,1,3,3,10,8
"C7orf61",10,6,41,15,0,2,4,12,3,3
"C7orf65",0,0,5,2,1,0,0,1,0,0
"C7orf66",0,0,0,0,0,0,0,1,0,0
"C7orf69",0,0,1,0,1,0,0,0,0,0
"C7orf77",0,0,0,0,0,0,0,0,0,0
"C8A",0,0,0,0,0,0,0,3,0,0
"C8B",0,0,0,1,0,0,0,0,0,0
"C8G",5,9,27,11,2,0,6,15,11,12
"C8orf17",3,1,15,8,0,0,1,2,1,0
"C8orf31",22,4,53,14,7,2,11,13,3,11
"C8orf33",1768,1074,3404,1871,939,449,1580,2428,1310,1117
"C8orf34",30,23,39,33,0,5,2,2,27,18
"C8orf34-AS1",46,23,79,38,5,2,9,11,23,12
"C8orf37",92,100,195,194,12,23,39,146,121,150
"C8orf37-AS1",3,11,16,19,2,5,5,10,6,4
"C8orf44",14,18,63,46,1,12,31,58,33,27
"C8orf44-SGK3",4,19,44,75,1,0,22,16,35,18
"C8orf48",12,25,14,42,4,6,8,22,29,44
"C8orf49",1,5,49,8,4,2,13,16,3,4
"C8orf58",297,235,1316,613,170,69,258,423,558,627
"C8orf74",6,3,22,2,2,2,1,5,16,7
"C8orf76",207,243,363,494,54,76,119,484,312,283
"C8orf82",1085,376,2639,676,529,157,1089,1144,555,397
"C8orf86",1,0,7,5,0,1,1,5,3,2
"C8orf87",0,0,0,0,0,0,0,0,0,0
"C8orf88",129,184,253,288,51,51,107,268,123,162
"C8orf89",0,3,0,5,0,2,0,0,2,0
"C9",2,2,1,5,1,1,1,0,2,2
"C9orf106",1,0,19,1,2,0,1,2,4,1
"C9orf116",27,10,38,23,13,5,23,25,15,18
"C9orf129",1,0,1,3,0,0,0,3,3,0
"C9orf131",3,4,93,23,4,1,7,5,7,2
"C9orf135",0,0,0,0,0,0,0,0,0,0
"C9orf135-DT",0,0,1,1,1,0,0,0,0,0
"C9orf139",1,1,14,2,2,1,27,22,1,1
"C9orf147",19,19,61,32,5,2,13,21,21,11
"C9orf152",94,29,80,57,27,11,37,41,32,16
"C9orf153",2,1,18,5,0,1,1,1,2,3
"C9orf16",3186,943,3996,1263,2488,999,6330,3276,1122,1216
"C9orf163",0,0,33,10,2,2,7,7,13,4
"C9orf24",22,17,14,18,8,5,28,32,6,14
"C9orf40",80,51,201,125,23,19,58,183,88,114
"C9orf43",8,17,35,32,3,7,6,8,20,18
"C9orf50",4,3,12,6,0,2,2,3,2,1
"C9orf57",0,0,1,1,0,0,0,0,0,0
"C9orf62",0,0,0,0,0,0,0,0,0,0
"C9orf64",202,168,363,311,89,37,141,372,262,167
"C9orf72",309,479,1720,943,71,87,158,525,934,900
"C9orf78",1680,1547,2063,2096,643,728,881,2829,2439,2554
"C9orf85",189,253,395,543,52,81,98,399,402,466
"C9orf92",0,0,0,0,0,0,0,2,0,0
"CA1",1,0,12,7,0,0,10,3,3,1
"CA10",0,0,0,0,0,0,0,1,0,0
"CA11",812,517,1009,720,367,141,659,924,462,537
"CA12",13698,7409,33343,17450,4666,1430,4172,11472,13869,7588
"CA13",414,324,1160,761,89,112,265,480,824,621
"CA14",55,25,292,47,78,12,89,120,122,47
"CA15P1",2,0,28,2,1,0,0,5,4,0
"CA15P2",0,0,1,1,1,0,1,0,1,0
"CA2",645,847,1673,3058,368,805,718,6553,1345,1869
"CA3",32,42,121,84,4,3,10,24,52,42
"CA3-AS1",30,55,50,79,14,18,22,88,53,79
"CA4",0,0,0,1,0,0,0,0,0,0
"CA5A",2,0,4,3,1,0,2,5,1,2
"CA5AP1",0,0,1,0,0,0,0,0,0,0
"CA5B",219,239,544,475,74,42,87,319,268,245
"CA5BP1",218,120,863,384,91,48,181,247,234,180
"CA6",213,206,182,95,22,13,27,29,364,174
"CA7",0,0,0,0,0,0,0,8,0,0
"CA8",1,1,15,1,1,0,2,4,10,0
"CA9",403,138,259,103,146,19,298,86,224,134
"CAAP1",666,519,1012,1198,146,181,198,717,791,790
"CAB39",3037,2665,6683,5310,789,895,1257,4521,5039,3822
"CAB39L",940,677,1085,1043,188,209,298,844,954,985
"CAB39P1",0,0,1,1,0,0,0,0,0,0
"CABCOCO1",1,1,0,2,0,11,2,1,14,15
"CABIN1",1543,820,5659,1890,716,168,1665,1661,1263,779
"CABLES1",939,484,3178,717,639,99,1367,1783,1405,513
"CABLES2",120,117,627,318,72,37,239,226,201,121
"CABP1",7,2,52,16,3,0,5,6,11,2
"CABP2",0,0,0,0,0,0,0,0,0,0
"CABP4",8,1,39,14,0,2,6,22,5,0
"CABP5",0,0,0,1,0,0,0,0,0,0
"CABP7",7,2,25,10,4,2,7,1,16,8
"CABS1",0,0,0,0,0,0,0,3,0,1
"CABYR",23,24,28,48,3,20,10,11,28,19
"CABYRP1",0,0,0,0,0,0,0,0,0,0
"CACFD1",431,149,1012,310,202,95,534,512,213,175
"CACHD1",858,800,4272,3054,142,47,366,1032,1125,747
"CACNA1A",43,26,338,113,26,5,26,54,25,26
"CACNA1B",4,18,34,14,3,1,7,11,6,0
"CACNA1C",116,100,204,116,31,9,104,122,89,53
"CACNA1C-AS1",5,3,3,6,1,0,0,0,2,4
"CACNA1C-AS2",1,5,5,3,1,2,2,4,6,1
"CACNA1C-AS3",0,0,0,0,0,0,0,0,0,0
"CACNA1C-AS4",1,0,2,0,0,0,2,1,0,0
"CACNA1C-IT1",0,0,0,0,0,0,0,0,0,0
"CACNA1C-IT2",0,0,0,0,0,0,0,0,0,0
"CACNA1C-IT3",0,0,0,0,0,0,0,0,0,0
"CACNA1D",36,39,217,102,12,4,32,61,105,26
"CACNA1E",1,4,7,4,1,1,1,6,1,3
"CACNA1F",9,7,56,17,1,1,7,14,12,12
"CACNA1G",66,104,232,71,40,12,404,233,94,42
"CACNA1G-AS1",4,1,6,1,4,1,6,8,1,0
"CACNA1H",3987,485,6285,965,396,67,265,104,1412,370
"CACNA1I",8,0,33,5,1,0,9,15,5,2
"CACNA1S",0,1,1,3,0,0,0,5,4,9
"CACNA2D1",445,294,1151,552,83,31,78,194,746,115
"CACNA2D1-AS1",14,8,149,58,2,1,17,7,15,14
"CACNA2D2",80,47,189,96,111,17,64,64,172,76
"CACNA2D3",23,87,40,66,2,2,1,38,17,16
"CACNA2D3-AS1",1,2,2,1,0,0,1,1,0,0
"CACNA2D4",19,23,56,45,12,5,21,46,35,25
"CACNB1",187,168,1052,471,44,23,136,237,391,304
"CACNB2",78,44,307,72,5,4,57,36,118,30
"CACNB3",931,540,1952,1399,378,283,1047,1230,508,665
"CACNB4",155,209,1323,562,51,25,90,783,695,365
"CACNG1",0,0,0,0,0,0,1,5,0,0
"CACNG2",0,3,14,5,1,1,1,1,5,2
"CACNG3",0,0,0,0,1,0,1,1,0,0
"CACNG4",30,23,47,9,3,1,41,35,22,5
"CACNG5",3,0,42,10,0,2,4,5,2,3
"CACNG6",0,1,0,0,0,0,0,0,0,0
"CACNG7",0,0,1,0,0,0,0,1,3,1
"CACNG8",15,8,82,17,3,5,6,5,11,9
"CACTIN",1314,625,4173,1482,569,222,1092,1210,1162,870
"CACTIN-AS1",7,3,152,35,6,0,0,1,16,11
"CACUL1",1267,1021,3787,2277,480,342,899,1933,1876,1431
"CACYBP",1051,1424,1830,2554,328,633,485,2683,1443,1706
"CACYBPP1",0,0,1,0,0,0,0,0,0,0
"CACYBPP2",1,0,0,0,0,0,0,1,0,0
"CACYBPP3",0,0,2,0,0,0,0,0,0,0
"CAD",1798,1248,4375,2488,1052,257,1918,1847,1257,1036
"CADM1",878,729,2664,2544,283,205,236,1253,3660,1150
"CADM2",3,5,19,5,0,0,5,1,7,2
"CADM2-AS1",0,0,20,4,2,0,1,3,1,2
"CADM2-AS2",0,1,1,0,1,0,1,2,0,0
"CADM3",17,12,74,2,34,1,99,22,50,4
"CADM3-AS1",0,0,1,0,0,0,0,0,0,0
"CADM4",1787,890,2892,1578,1019,452,1261,1595,1303,1577
"CADPS",2,17,77,8,4,0,12,31,31,8
"CADPS2",106,135,250,221,18,28,44,97,145,147
"CAGE1",5,4,31,11,1,0,2,2,6,3
"CAHM",9,4,47,24,1,3,6,3,3,2
"CALB1",2,2,5,3,0,1,1,2,3,2
"CALB2",46,28,8,31,1,5,3,65,15,18
"CALCA",0,0,3,1,0,0,0,0,0,0
"CALCB",1,20,2,8,2,1,1,2,4,8
"CALCOCO1",5680,3771,16714,8314,3615,1113,4627,6307,9851,6792
"CALCOCO2",2434,2621,5161,6019,637,1085,978,4493,3957,4049
"CALCP",0,0,0,0,0,0,0,0,0,0
"CALCR",0,0,0,0,0,0,0,0,1,1
"CALCRL",290,264,714,622,92,43,99,285,551,341
"CALD1",738,1855,1949,4028,113,471,258,1238,1806,1806
"CALHM1",5,1,4,8,1,3,1,8,3,3
"CALHM2",90,77,202,94,68,17,403,302,69,76
"CALHM3",0,0,0,0,0,0,0,1,0,0
"CALHM4",1,3,0,0,0,0,0,2,4,1
"CALHM5",170,104,165,87,1,2,7,17,141,0
"CALHM6",9,14,12,21,4,10,19,76,16,15
"CALM1",10757,9154,19916,18260,3835,3716,5876,16693,13507,13528
"CALM1P1",0,0,0,0,0,0,0,0,0,0
"CALM1P2",0,0,0,0,0,0,0,0,0,0
"CALM2",4508,7750,9086,14670,1722,2904,3364,12449,10964,14181
"CALM2P1",0,0,0,0,0,0,0,0,0,0
"CALM2P2",15,13,173,59,2,1,3,7,14,7
"CALM2P3",0,0,0,2,0,0,0,0,0,0
"CALM2P4",0,0,0,1,0,0,0,0,2,0
"CALM3",3747,1924,8753,4335,2241,902,6226,6531,3449,2540
"CALML3",22223,10133,14168,15808,10793,14641,9684,16351,3763,7141
"CALML3-AS1",562,350,1199,1002,160,60,125,231,397,424
"CALML4",15,41,83,66,9,22,45,70,35,60
"CALML5",79719,43417,90288,56281,42432,57053,71208,58055,34241,81412
"CALML6",5,17,49,30,1,1,18,21,4,6
"CALN1",590,140,932,359,188,45,238,263,530,7
"CALR",9638,6201,21096,13301,5248,3148,6903,15442,8141,7551
"CALR3",0,0,1,0,1,0,0,0,0,1
"CALR4P",3,1,5,2,0,0,1,1,1,0
"CALU",1394,1400,3143,2313,397,300,612,1722,1922,2265
"CALY",1,2,5,4,1,0,4,2,4,1
"CAMK1",50,40,83,51,31,13,140,236,62,40
"CAMK1D",3470,1740,6860,2867,1873,707,2401,3538,3866,2060
"CAMK1G",15,7,307,80,3,0,0,2,31,9
"CAMK2A",9,8,38,3,2,0,17,17,32,5
"CAMK2B",82,46,125,109,60,16,61,77,80,43
"CAMK2D",1008,758,2905,1945,335,254,388,1047,1457,1015
"CAMK2G",1327,954,3011,2396,504,315,686,1644,1348,917
"CAMK2N1",218,143,334,116,77,28,239,402,111,62
"CAMK2N2",18,10,29,4,6,5,6,5,5,9
"CAMK4",8,25,28,24,2,3,16,44,12,11
"CAMKK1",1546,768,2488,1063,477,229,667,1097,1035,1136
"CAMKK2",1497,954,3762,1857,890,351,1575,2098,1575,1058
"CAMKMT",119,141,261,253,36,51,74,205,120,129
"CAMKV",8,15,25,10,3,3,13,7,16,34
"CAMLG",1299,1208,2173,2126,568,627,822,2231,1583,1341
"CAMP",0,1,1,0,0,0,0,2,0,0
"CAMSAP1",2148,1396,6393,3570,653,353,1015,1857,2730,1674
"CAMSAP2",1243,1925,4625,4858,231,367,399,1714,4754,3564
"CAMSAP3",8359,1736,17975,3275,3748,825,4138,2668,4485,2042
"CAMTA1",461,543,1422,1044,194,224,470,1221,607,588
"CAMTA1-AS1",0,0,0,0,0,0,0,0,0,0
"CAMTA1-AS2",0,0,0,0,0,0,0,0,0,0
"CAMTA1-DT",6,2,10,11,3,2,3,9,2,7
"CAMTA1-IT1",1,0,1,0,0,0,0,0,0,0
"CAMTA2",2407,1211,7693,2519,1449,373,3644,3233,2049,1143
"CAND1",4902,3974,11067,9278,1205,838,1571,4726,6990,6088
"CAND2",74,50,273,99,31,3,71,80,71,31
"CANT1",1284,660,4417,1216,957,190,1632,2637,1467,901
"CANX",12629,10773,22870,19301,4152,2516,5635,15628,13602,11824
"CAP1",6144,5263,9725,9496,2614,2646,5254,11729,8521,10475
"CAP1P2",1,0,0,0,0,0,0,1,0,0
"CAP2",18,58,45,98,8,14,6,20,19,44
"CAP2P1",9,3,49,26,3,1,4,1,14,10
"CAPG",10716,4724,10430,7099,6662,2482,14158,14280,6333,7790
"CAPN1",18279,6428,38127,11799,15853,3260,28133,22823,9371,6200
"CAPN10",451,420,1330,906,133,101,469,634,822,640
"CAPN10-DT",25,10,144,59,11,1,21,37,31,21
"CAPN11",36,17,55,29,8,1,19,7,17,16
"CAPN12",32,33,326,198,10,5,38,74,56,50
"CAPN13",1,1,3,2,0,0,0,2,4,2
"CAPN14",12,35,85,133,9,7,12,25,29,16
"CAPN15",2208,972,5927,1599,1006,318,1775,1705,2164,1639
"CAPN2",1791,2084,2616,2962,532,502,1083,2996,1200,1234
"CAPN3",385,241,2719,812,284,25,611,989,1151,397
"CAPN5",64,22,222,100,27,26,135,143,36,37
"CAPN6",5,6,31,13,1,1,7,9,7,1
"CAPN7",1056,1376,2890,3238,307,308,436,1686,2193,1875
"CAPN8",34,31,33,15,3,2,12,23,35,7
"CAPN9",1,0,13,3,0,0,11,13,1,1
"CAPNS1",3379,1286,4327,1791,2596,698,6976,6120,1612,1157
"CAPNS1P1",0,0,1,4,0,0,1,1,1,1
"CAPNS2",3579,3807,3276,5996,978,1526,2046,6020,3801,4326
"CAPRIN1",6798,6021,13806,12085,2552,1966,3688,10701,7544,5485
"CAPRIN2",237,374,1662,1457,77,76,132,325,555,467
"CAPS",149,108,467,218,52,19,175,211,139,128
"CAPS2",75,88,156,177,29,14,41,96,97,101
"CAPS2-AS1",0,0,0,0,0,0,3,0,0,0
"CAPSL",0,0,0,0,0,0,0,1,0,1
"CAPZA1",3430,3882,6916,8104,716,1280,1359,6494,5899,7817
"CAPZA1P1",0,0,0,0,0,0,0,0,0,0
"CAPZA1P2",0,1,0,0,0,0,0,0,0,0
"CAPZA1P3",0,0,0,0,0,0,0,0,0,0
"CAPZA1P4",0,0,0,0,0,0,0,0,0,0
"CAPZA1P5",0,0,0,0,0,0,0,0,0,0
"CAPZA2",1501,2686,2887,4635,405,1130,680,3772,3472,4037
"CAPZA3",12,12,21,17,2,5,3,11,27,12
"CAPZB",7082,3893,9994,6996,3466,2447,6655,11597,4720,3729
"CARD10",1397,1122,780,1040,826,305,1954,2347,1968,1975
"CARD11",5,12,36,28,12,10,78,128,7,6
"CARD11-AS1",0,0,0,0,0,0,0,1,0,0
"CARD14",1001,596,4235,1805,296,190,869,1164,1687,1272
"CARD16",11,106,54,232,4,46,25,257,164,158
"CARD17",4,16,25,49,2,4,16,44,30,26
"CARD18",225,511,199,731,31,241,109,287,370,425
"CARD19",514,341,1321,696,256,123,800,1239,553,463
"CARD6",29,23,291,272,4,5,56,349,39,56
"CARD8",250,332,1061,840,56,61,175,509,569,399
"CARD8-AS1",9,6,31,18,2,5,7,30,6,13
"CARD9",243,247,537,265,161,61,651,792,389,291
"CARF",124,248,452,511,28,37,86,309,260,277
"CARHSP1",967,592,2162,1105,632,339,1529,1753,811,831
"CARM1",2159,937,4926,1756,1505,512,2590,2616,1472,943
"CARM1P1",0,0,3,0,0,0,0,2,0,0
"CARMIL1",883,873,2004,1857,182,142,217,755,1046,603
"CARMIL2",18,14,80,40,21,7,141,137,12,6
"CARMIL3",428,355,2715,939,145,86,204,275,812,518
"CARMN",12,6,83,25,4,2,4,33,5,15
"CARNMT1",397,429,1229,1196,87,127,221,657,677,538
"CARNMT1-AS1",2,4,30,14,3,0,2,2,5,1
"CARNS1",121,49,402,182,31,26,85,87,55,53
"CARS1",1582,1117,3526,2232,470,298,809,1629,2113,1673
"CARS1-AS1",0,2,24,9,2,0,1,2,1,1
"CARS1P1",0,0,0,0,0,0,0,2,0,0
"CARS1P2",0,0,0,0,0,0,0,0,0,0
"CARS2",922,621,2558,1560,325,171,829,1186,747,716
"CARTPT",0,0,0,2,0,0,0,0,0,1
"CASC1",7,25,11,34,3,5,6,33,61,74
"CASC11",6,8,15,19,1,0,4,7,5,9
"CASC15",25,27,301,78,13,2,55,58,68,27
"CASC16",0,1,1,0,0,0,0,2,0,0
"CASC17",1,0,11,4,1,0,1,4,1,2
"CASC18",1,2,5,2,0,0,2,8,4,1
"CASC19",28,14,178,78,9,4,26,26,22,23
"CASC2",13,13,47,35,4,3,16,24,33,12
"CASC20",1,2,2,4,0,0,0,1,0,0
"CASC22",0,0,0,0,0,0,0,0,0,0
"CASC23",0,0,0,0,0,0,0,0,0,0
"CASC3",3450,2089,8571,4168,2239,730,3498,4800,2542,1727
"CASC4",504,720,1352,1321,147,157,280,1164,853,759
"CASC4P1",0,0,0,1,0,0,0,0,1,0
"CASC6",0,1,14,0,2,0,0,3,0,4
"CASC8",5,16,8,17,1,4,6,9,19,20
"CASC9",1,0,17,7,0,0,3,10,1,1
"CASD1",239,226,653,526,71,46,115,312,343,178
"CASK",1058,997,2190,2148,249,231,356,1078,1423,1141
"CASK-AS1",2,0,9,11,0,0,0,0,1,1
"CASKIN1",161,67,294,118,57,23,164,106,133,68
"CASKIN2",1069,627,3134,1160,580,107,1246,1235,972,600
"CASKP1",0,0,5,7,0,0,0,0,0,0
"CASP1",410,869,901,1767,135,352,365,1395,1094,1191
"CASP10",198,170,1078,550,41,32,112,338,257,172
"CASP12",0,0,0,0,0,0,0,0,0,0
"CASP14",45632,24364,64560,34133,15956,8461,31176,33053,27459,30867
"CASP16P",8,1,29,13,5,0,3,6,0,1
"CASP17P",2,14,32,16,0,1,10,23,13,6
"CASP1P1",0,3,1,0,0,1,0,3,2,0
"CASP1P2",17,46,151,130,1,1,39,54,42,21
"CASP2",839,658,2463,1675,345,128,1088,1561,1001,749
"CASP3",539,598,1707,1239,183,131,282,1115,884,923
"CASP3P1",0,0,0,0,0,0,0,0,0,0
"CASP4",1019,1885,1916,3837,275,755,545,2509,2260,2750
"CASP5",0,1,1,0,0,0,0,0,2,1
"CASP6",289,297,350,492,114,119,156,581,388,317
"CASP7",708,556,2036,1744,340,241,524,1783,1619,631
"CASP8",259,334,662,707,84,47,175,661,463,341
"CASP8AP2",351,822,1123,2136,47,98,77,540,1141,1256
"CASP9",77,91,452,251,41,26,146,304,118,70
"CASQ1",8,6,16,9,3,0,4,24,10,4
"CASQ2",4,3,18,7,1,0,4,0,5,4
"CASR",10,5,55,19,3,4,4,19,13,12
"CASS4",27,30,185,67,24,6,140,140,56,30
"CAST",9347,10107,19082,20952,1994,3147,2885,16255,16936,12739
"CASTOR1",401,235,1104,779,258,142,546,933,196,363
"CASTOR2",439,217,1623,321,140,36,290,472,441,233
"CASTOR3",181,177,648,335,128,54,151,331,244,168
"CASZ1",4998,2459,22646,7807,1620,576,2994,3225,6473,2862
"CAT",4298,3673,6495,6739,1185,1415,1803,4752,5903,6661
"CATIP",2,2,28,15,2,1,1,9,2,7
"CATIP-AS1",1,1,1,1,0,1,0,2,0,2
"CATIP-AS2",0,0,0,0,0,0,0,0,0,0
"CATSPER1",4,5,57,15,2,0,6,19,14,11
"CATSPER2",100,101,743,419,46,18,100,140,116,106
"CATSPER2P1",35,16,150,72,22,9,26,40,33,25
"CATSPER3",6,6,12,16,3,3,6,29,6,12
"CATSPER4",1,0,7,1,0,0,0,6,0,0
"CATSPERB",10,4,66,34,1,0,17,18,12,20
"CATSPERD",2,0,5,4,2,0,1,3,1,5
"CATSPERE",6,7,23,42,1,0,3,20,40,17
"CATSPERG",103,56,449,170,39,14,63,76,79,53
"CATSPERZ",3,0,6,0,1,2,9,1,1,2
"CAV1",2908,3788,5574,5840,1825,1047,2293,6513,4828,4357
"CAV2",2119,2155,3497,3834,1074,938,1283,5372,3435,2312
"CAV3",0,0,0,0,0,0,0,2,1,0
"CAVIN1",11092,7507,19857,9790,10009,1942,16062,14812,10180,9419
"CAVIN2",2,33,20,57,6,8,2,116,12,27
"CAVIN2-AS1",1,1,2,1,0,0,0,1,0,0
"CAVIN3",404,224,514,307,262,78,424,452,315,285
"CAVIN4",0,5,12,10,2,2,3,6,2,0
"CBARP",138,52,997,188,74,14,61,69,281,172
"CBFA2T2",1495,953,5665,2424,432,188,807,1384,2092,905
"CBFA2T3",138,62,462,140,92,21,406,377,142,106
"CBFB",930,917,2531,1924,293,265,688,1942,1446,1252
"CBL",673,678,4461,1691,303,122,832,1007,1022,586
"CBLB",159,260,729,735,79,32,121,324,407,253
"CBLC",2879,845,6894,2418,1747,467,5361,3883,1461,1206
"CBLIF",0,0,2,0,0,0,2,0,0,0
"CBLL1",878,547,2381,1362,314,156,538,1202,772,579
"CBLL2",0,0,0,0,0,0,0,0,0,0
"CBLN1",1,0,6,5,0,3,0,2,1,1
"CBLN2",10,24,2,4,2,1,7,2,4,1
"CBLN3",12,10,82,27,13,4,15,26,17,26
"CBLN4",1,0,4,0,2,0,0,0,3,0
"CBR1",3898,3521,5581,8322,2539,2549,3848,10614,3651,4001
"CBR3",428,262,1178,952,331,223,716,1267,499,442
"CBR3-AS1",117,83,571,337,60,26,78,186,117,113
"CBR4",524,625,908,1166,159,195,248,806,636,706
"CBS",8,6,32,5,9,1,49,32,39,18
"CBSL",8,5,61,1,2,5,3,28,2,0
"CBWD1",932,1485,1869,2339,201,485,403,1606,2120,2783
"CBWD2",463,770,1415,1778,121,234,223,1097,1034,1173
"CBWD3",157,263,1170,1207,82,60,219,585,636,713
"CBWD4P",0,0,0,0,0,0,0,27,63,73
"CBWD5",385,994,1544,2261,113,269,297,1328,1171,1538
"CBWD6",99,183,597,607,13,65,19,218,276,365
"CBX1",1117,1277,1988,2160,306,323,734,2547,1374,1371
"CBX1P1",1,0,0,1,0,0,0,0,0,0
"CBX1P2",0,0,0,0,0,0,0,0,0,0
"CBX1P3",0,0,0,0,0,0,0,0,0,0
"CBX1P4",0,0,0,0,0,0,0,0,0,0
"CBX1P5",0,0,0,0,0,0,0,0,0,0
"CBX2",293,248,585,522,93,95,228,216,211,489
"CBX3",1300,2666,2782,4940,360,908,570,3972,2437,3264
"CBX3P1",0,0,0,0,0,0,0,0,0,0
"CBX3P3",0,0,0,2,0,0,2,0,0,1
