"P11_L","P12_L","P13_L","P14_L","P15_L","P16_L","P17_L","P18_L","P19_L","P20_L","P11_PL","P12_PL","P13_PL","P14_PL","P15_PL","P16_PL","P17_PL","P18_PL","P19_PL","P20_PL"
"LOC100133920",3.33333333333333,3.20963333333333,3.2637,3.1201,3.0874,3.12603333333333,3.3285,3.37233333333333,3.21686666666667,3.2383,3.33493333333333,3.5356,3.44563333333333,3.23483333333333,3.79656666666667,3.1838,3.03503333333333,3.49506666666667,3.3745,3.45796666666667
"LOC100133985",3.5339,3.4941,3.9266,3.4964,3.7338,3.6326,3.4682,3.7565,3.6811,3.3936,3.82,3.6594,3.5818,3.2288,3.6728,3.4789,3.5178,3.8937,3.4843,3.499
"LOC100134040",4.1159,4.3837,4.1705,4.2018,4.3389,4.2893,4.2542,4.3523,4.1672,4.3208,4.3909,4.1128,4.4504,4.3889,4.1875,4.2287,4.6484,4.6805,4.4799,3.9651
"LOC100134317",6.5843,6.1918,5.9485,6.1313,5.819,5.956,6.1313,6.381,7.0605,6.1393,6.3372,6.6174,6.1869,5.8412,5.6492,6.0924,6.5344,6.4274,6.683,6.293
"LOC100134368",4.1611,4.0673,4.139,4.4753,4.2239,3.826,4.442,4.4051,4.3012,3.9681,4.0455,4.2077,4.3932,4.2676,4.4556,4.1336,4.2934,4.2288,4.1295,4.0413
"LOC100134445",5.38263333333333,6.02993333333333,5.78366666666667,5.77823333333333,5.68093333333333,5.80963333333333,6.16703333333333,6.19156666666667,5.74603333333333,5.72423333333333,5.7572,5.84306666666667,6.30466666666667,6.13533333333333,5.65416666666667,5.71363333333333,6.27146666666667,6.03846666666667,5.9694,5.8032
"LOC100134822",6.7099,6.619,6.37165,6.32015,6.73565,6.50395,6.57015,6.4298,6.07915,6.27835,6.7349,6.43935,6.5912,6.4451,6.51435,6.6774,6.5538,6.5555,6.71705,6.221
"LOC100134937",8.6133,9.0386,9.1157,8.8409,8.9411,8.7522,8.372,8.7841,9.3539,9.1574,8.5755,9.3182,9.0923,8.886,8.6939,8.5702,8.7594,8.925,9.183,8.867
"LOC100147773",4.6027,4.361,4.8317,4.8277,5.0117,4.2375,4.7076,4.8317,4.7029,4.124,4.4431,4.6167,4.447,4.5541,4.8161,4.4716,4.5879,4.37,4.4002,4.5051
"LOC100190986",7.4745,8.212,7.62645,7.01135,7.6518,7.79975,7.32585,7.48855,6.6483,6.72725,7.5066,7.5535,7.96645,7.95325,7.409,8.1281,7.89795,8.0574,7.3511,6.78135
"LOC100233156",7.91786666666667,8.10533333333333,8.63126666666667,8.1195,8.11856666666667,8.08876666666667,7.7525,7.72763333333333,7.7791,9.13706666666667,7.8685,8.24743333333333,8.5029,8.04643333333333,7.90716666666667,7.95863333333333,8.02773333333333,7.6632,7.4766,9.17246666666667
"LOC100240728",3.7325,3.73585,3.94905,3.68555,3.73235,3.7747,3.6008,3.84865,3.84135,3.78665,3.68735,3.65235,3.72755,3.82025,3.73205,3.7177,3.6213,3.6615,3.561,3.7006
"LOC100240734",5.4745,5.4812,4.7159,5.148,5.1839,5.2333,5.0209,5.6617,4.9691,5.6797,5.3167,4.8804,4.9889,5.1053,5.0838,5.159,5.0872,5.8125,5.2117,4.7758
"LOC100268168",3.1297,3.1548,3.1405,2.8758,3.6804,2.997,2.8214,2.873,3.1926,3.1503,3.0433,2.806,2.9357,3.1245,3.398,2.8898,2.8096,2.919,2.9577,3.15
"LOC100270804",5.7953,5.9207,5.6572,5.5912,5.7423,5.3833,5.5588,5.5678,5.7759,5.8,5.4259,5.8643,5.764,5.6611,5.534,4.9309,5.6093,5.767,5.8921,5.5871
"LOC100271832",5.5486,6.355,5.1061,5.3778,5.0294,5.7434,6.003,5.6444,5.0052,5.6373,5.2159,6.0331,4.9923,4.6837,5.242,5.9409,6.0698,5.4267,5.4731,5.8581
"LOC100271840",2.5184,2.547,2.4967,2.139,2.4927,2.6877,2.555,2.6363,3.2455,2.4358,2.4686,2.5119,2.4137,2.7014,2.6918,2.9361,2.6742,2.6292,2.5387,3.0584
"LOC100272216",8.291,7.7103,7.9072,7.0959,7.6883,7.8454,7.8753,7.3188,7.7173,7.5468,8.1995,7.8187,8.2487,7.1332,7.5133,7.8329,8.1396,7.7633,7.9409,7.892
"LOC100272217",4.9246,4.3398,5.05565,4.3643,5.04645,5.00165,4.65215,4.2748,4.6615,5.1065,3.8243,4.60495,4.7571,4.13655,4.70885,4.62065,4.24485,4.41525,4.51435,4.7709
"LOC100286922",5.8101,5.3253,5.5951,4.3162,5.0841,5.9341,5.1971,5.8052,5.1212,4.4112,5.8973,5.2685,5.472,4.9385,5.1515,5.5444,5.1696,6.0623,5.4055,4.4907
"LOC100286925",8.1558,7.3937,6.9959,6.5028,6.5379,7.1745,7.6953,6.5419,7.4483,7.49,7.7367,7.4086,7.0916,7.0638,6.8156,7.2718,7.7626,6.8789,7.5594,7.4455
"LOC100287015",5.26985,5.64615,5.595,5.7118,5.9661,5.75595,5.73445,5.85675,6.4025,5.71655,4.92895,5.97025,5.04205,5.59725,5.88845,5.7548,5.5235,5.2111,5.80315,6.0394
"LOC100287098",5.8077,5.9629,6.2395,6.024,5.945,5.8466,5.8948,6.185,5.9683,5.9189,6.0937,6.1686,6.0302,6.1252,6.185,5.9732,6.108,5.947,5.991,5.9791
"LOC100287166",5.4597,5.73,5.6963,5.7754,5.7562,5.6989,5.7594,5.4442,5.7356,5.5041,5.4423,5.8023,5.8813,5.6888,5.5365,5.7488,5.535,5.4698,5.6675,5.4757
"LOC100287210",3.6024,3.6039,3.8574,3.4058,3.41,3.7899,3.7267,3.9202,4.0352,3.3343,3.3776,4.0398,3.7493,3.5641,3.5306,3.9396,3.5119,3.6383,3.6434,3.7464
"LOC100287221",5.6518,5.5225,5.5556,5.6547,5.3618,5.1183,5.4757,5.304,6.0462,5.5768,5.4669,5.7465,5.3484,5.3584,5.3309,5.4735,5.6986,5.3315,5.4426,5.4169
"LOC100287290",3.24955,3.10995,3.70395,3.43045,3.6539,3.37665,3.22855,3.84405,3.62265,3.60325,3.78085,3.04765,3.53485,3.50835,4.22865,3.3204,3.29135,3.887,3.29705,3.79265
"LOC100287387",6.7289,5.7622,5.2041,6.1798,7.0107,5.5792,6.4395,5.6457,6.8121,6.4814,6.5304,6.0735,5.6067,6.3551,6.1829,5.8503,6.0687,5.5983,6.5048,6.1504
"LOC100287497",9.1618,9.6303,9.5108,9.4038,8.867,8.5331,9.4935,8.301,8.9226,8.6894,9.2847,9.473,9.705,9.4178,8.4876,8.4094,9.3975,8.9988,9.208,8.9962
"LOC100287525",9.0906,8.7026,8.8699,9.0338,9.0904,8.7158,8.4058,8.5722,9.2675,8.8056,8.8895,8.6257,8.7926,8.6506,8.6814,8.6111,8.5065,8.6449,9.0798,8.4389
"LOC100287590",8.6135,8.2382,8.7903,8.5528,8.4734,8.4098,8.6058,8.1157,8.8383,8.6758,8.4431,8.1546,8.4827,8.427,8.3476,8.2665,8.6154,8.1224,8.4615,8.2951
"LOC100287610",4.214,4.186,4.5555,4.5373,4.3438,4.0327,3.8883,4.383,4.4635,4.2983,4.6188,4.4553,4.2098,4.1064,4.3337,4.3911,4.0876,4.1352,4.2338,4.359
"LOC100287704",4.87755,4.9642,5.1315,4.78465,4.912,4.72925,4.93045,5.03395,5.1083,4.9945,4.93185,4.8322,5.05145,4.9821,4.9904,4.7829,4.91755,5.0201,4.98765,4.86935
"LOC100287728",4.5159,4.2147,4.8356,4.1227,4.72205,4.3081,4.08775,4.33515,4.2748,4.3402,4.3248,4.4622,4.53785,4.25545,4.33875,4.10885,4.2869,4.45315,4.03505,4.3307
"LOC100287808",6.7364,6.7235,6.9186,6.8259,6.6756,6.701,6.85,6.93,6.7655,6.6265,6.7147,6.8118,6.7088,6.713,6.6347,6.6495,6.6636,6.8666,6.811,6.5289
"LOC100287877",4.3709,4.3778,4.7109,4.5908,4.5313,4.4324,4.4513,4.5692,4.6656,4.4707,4.5483,4.2331,4.5826,4.4521,4.6491,4.1238,4.3515,4.7495,4.4296,4.6792
"LOC100287896",7.1743,6.9917,7.263,7.3274,7.397,7.2722,7.2605,6.9442,7.9636,7.7573,7.1684,7.1374,7.2579,7.3963,7.3828,7.2329,7.1973,6.9662,7.6217,7.7111
"LOC100288123",5.749,5.7741,6.1867,5.8607,6.0728,5.6409,5.97,5.9215,6.0074,5.99,5.7261,5.6595,6.1451,5.9359,5.8511,5.9898,5.8293,5.7787,5.7524,5.7975
"LOC100288152",11.1382,10.3874,10.1393,9.5422,10.0505,10.4531,9.1891,9.6278,10.5955,9.2976,9.6633,10.638,10.3159,9.8521,9.8782,9.8675,9.7958,10.1978,10.3512,9.8744
"LOC100288175",6.1344,6.2804,6.2232,6.0133,6.0052,5.5271,6.0695,5.8841,5.9894,5.921,6.0911,6.1895,5.9478,5.9782,5.9944,5.7658,6.0432,6.067,6.0429,5.8245
"LOC100288181",8.2458,7.3837,7.5274,6.6413,7.9413,6.2905,6.5896,7.9924,8.0667,8.1748,8.2257,7.513,6.9072,6.3573,7.8726,6.3291,6.2674,8.0704,7.1014,7.9475
"LOC100288238",1.8832,2.2334,2.135,2.0236,1.7264,1.8767,1.9427,1.9913,1.8683,2.0158,1.9628,1.8805,1.7814,1.9864,1.6406,1.7997,1.9468,2.1599,1.8372,2.0262
"LOC100288310",2.2035,2.6256,2.473,2.6954,2.7893,2.8555,2.678,2.4776,2.8999,2.7615,2.2494,2.7139,2.6458,3.0672,2.1257,2.7228,2.632,2.9125,2.6153,2.5343
"LOC100288490",4.9255,4.8626,5.21555,5.36865,4.69995,4.64585,4.59715,4.6265,5.3466,5.03775,4.8034,4.86415,5.084,4.91875,4.8581,4.4253,4.9192,4.58865,5.09155,5.09305
"LOC100288570",5.8512,5.3431,5.4844,5.6056,5.2822,5.2754,5.7009,5.5167,5.6279,5.5472,5.9369,5.8111,5.1339,5.4021,6.1217,5.1329,5.389,5.5851,5.48,5.7783
"LOC100288675",9.6989,9.7855,9.736,9.9045,9.8863,9.6666,9.8989,9.7151,9.8562,9.8478,9.6101,9.7998,9.6264,9.7118,9.8554,9.5171,9.7171,9.6129,9.9373,9.6776
"LOC100288721",3.1597,2.8196,2.7924,2.9352,3.2221,2.3461,2.8227,2.7084,2.6979,2.9414,2.9334,3.0913,2.7318,2.8302,2.8831,3.0111,2.7004,2.8334,2.8882,3.0406
"LOC100288778",11.4306333333333,11.2163333333333,11.5245333333333,11.2645,11.4245333333333,10.9185333333333,11.0824333333333,11.1014,11.539,11.0962666666667,10.8152666666667,11.6356666666667,11.3634333333333,11.3241333333333,10.9692,10.8603,11.4909333333333,11.2517,11.3574333333333,10.9756333333333
"LOC100288798",4.9605,4.2602,3.956,4.5071,4.4857,3.7479,4.0035,3.9304,4.5562,4.0648,4.5433,4.3319,4.1515,4.1117,4.1169,4.1019,4.3429,4.447,4.1958,3.9654
"LOC100288860",8.8118,8.6434,9.1712,9.1781,9.2749,9.1532,8.9228,9.0493,9.4696,8.9501,8.5932,8.7542,8.7854,8.933,8.8375,8.729,8.8497,8.7048,8.773,8.7734
"LOC100288893",7.8641,7.3967,7.9297,7.8013,7.6795,8.4916,8.0555,7.6636,7.5571,6.9528,7.2748,7.4033,7.9526,7.6234,7.4703,8.3165,8.372,7.7554,7.1384,7.1274
"LOC100288911",7.128,6.5213,7.0642,7.1901,6.6858,7.12695,6.60935,7.00875,7.0834,7.44595,6.87025,6.99355,6.9452,6.5006,7.1148,6.82465,6.86015,7.0525,7.5063,7.4609
"LOC100288966",2.257,2.0648,2.1256,2.2156,2.1339,2.0055,1.9728,1.883,2.3629,2.1248,2.1944,1.8957,2.1818,2.145,2.3202,2.035,2.0236,2.0854,2.2259,2.0745
"LOC100288974",4.796,5.1112,4.7925,4.8209,4.7234,4.5326,4.7858,4.736,4.9092,4.5301,4.6117,5.3806,4.8578,5.124,4.7062,4.4586,4.8154,4.7576,4.7854,5.0094
"LOC100289019",9.3886,9.7402,9.1137,9.0585,8.7828,8.6693,8.6276,8.1832,8.9608,8.7858,8.6731,9.5337,9.2626,9.047,8.6922,8.5463,8.8385,8.2997,9.0396,9.0844
"LOC100289045",3.9525,3.942,4.2723,4.1412,4.0954,3.8286,4.0669,4.1161,4.0665,3.7733,3.9842,4.4748,4.0826,3.9255,3.8878,3.9868,3.7815,4.0536,4.0038,3.97
"LOC100289058",6.414,6.1747,6.2745,5.5345,5.9499,5.8175,5.9454,6.0101,5.5059,5.8901,6.5271,6.0846,6.1316,5.773,5.9706,5.9412,5.9807,6.3198,5.5237,5.6881
"LOC100289061",5.293,5.4927,5.3599,5.6482,5.4882,5.4166,5.5487,5.4991,5.4758,5.2581,5.3026,5.703,5.5812,5.8356,5.3348,5.4244,5.4435,5.5215,5.6577,5.2685
"LOC100289090",5.40565,5.14275,4.99105,5.3425,4.7658,5.05135,4.99735,5.1817,4.9698,4.7658,4.6723,5.8484,5.2008,5.1277,5.0704,4.8402,4.9461,4.83265,5.0632,5.28345
"LOC100289092",6.1825,5.9879,6.4967,6.1666,6.1721,6.0169,6.0287,6.0493,6.1451,6.5313,6.0518,6.2024,6.2438,5.8236,6.174,6.0147,6.0593,6.1793,5.9212,5.9843
"LOC100289094",4.2677,4.1146,4.7763,4.3109,4.4173,4.3469,4.1146,4.3981,4.2782,4.0812,4.1727,4.0601,4.3148,4.1694,4.326,4.4837,4.2662,4.4999,4.3578,4.235
"LOC100289097",8.95385,8.855,8.2259,8.87965,9.053,8.0323,8.67265,8.43445,8.91545,7.9634,8.9819,9.01375,8.5121,8.9288,8.9403,8.16155,8.6306,8.5601,9.0633,7.673
"LOC100289098",7.2425,7.1101,7.5364,7.565,7.174,7.212,7.2491,7.2645,7.4467,7.3694,7.2156,6.9284,7.2425,7.3769,6.8897,6.9685,7.1326,7.0388,7.0354,7.3408
"LOC100289230",8.0217,8.4546,7.1588,7.2208,7.9864,7.3987,7.696,7.6295,7.6073,7.5042,7.233,8.0174,7.7436,7.4683,7.7848,7.5555,8.1223,8.1444,7.8869,8.0276
"LOC100289283",11.3138,10.8855,11.3511,11.096,11.4537,11.2668,11.2653,11.1758,11.3087,11.2505,11.1843,11.0428,11.1634,11.1981,11.1279,11.3197,11.3321,11.1305,11.2008,11.0273
"LOC100289333",8.6187,8.6774,8.7018,8.656,8.787,8.709,8.811,8.5916,8.2896,8.5214,8.8048,8.5104,8.7423,8.8494,8.5885,8.8855,8.9382,9.0193,8.6081,8.4943
"LOC100289361",7.1497,7.5828,7.0592,7.1587,7.2612,7.2812,7.226,6.9271,7.6503,7.2656,7.2404,7.4098,6.894,7.129,7.4606,6.9731,7.168,6.6986,7.5549,7.1727
"LOC100289473",3.0174,2.8397,3.1855,2.8104,3.0266,2.8806,2.8757,3.2579,2.9917,3.1213,2.8534,2.9133,2.9604,2.971,2.8982,2.6862,2.9651,2.9931,2.7589,3.0324
"LOC100289495",5.1357,4.8006,5.0064,4.3587,4.6654,4.6052,4.7222,4.3468,4.7359,4.6785,4.6744,5.0963,4.9601,4.6479,5.0087,4.5525,4.4718,4.433,4.3069,4.3994
"LOC100289561",9.31375,9.20675,9.56355,9.3395,9.536,9.4642,9.0391,9.25155,9.44495,9.38985,9.14575,9.32585,9.438,9.22,9.12475,9.19195,9.28375,9.2753,9.44275,9.1558
"LOC100291323",6.9791,7.0412,7.4732,6.1831,7.3021,7.5997,7.7491,7.2357,5.552,6.533,6.9003,7.1133,7.356,6.2018,7.294,7.7907,7.8292,7.572,6.395,6.4974
"LOC100291666",4.0589,4.1242,3.8051,3.7389,3.6341,3.8798,3.7394,3.9404,4.0447,4.1701,3.8006,3.9264,3.5711,3.7932,3.8198,4.1325,3.7432,4.0766,3.7864,3.7741
"LOC100293211",3.3598,3.10745,3.0422,3.0788,3.4112,3.0769,3.0286,3.13065,3.236,3.53265,3.2692,3.5103,3.1304,3.0652,3.3828,3.0666,3.1138,3.1204,3.27515,3.1135
"LOC100293704",5.6969,5.9616,5.9017,5.7629,5.8764,5.7347,5.693,6.0477,5.8479,5.7107,5.5054,5.7998,5.9403,5.6481,5.9043,5.6888,5.6326,5.7386,5.8394,5.4357
"LOC100294145",4.57,4.9846,4.6819,4.7852,4.9342,4.7173,4.0458,5.0542,3.9803,4.782,4.5767,4.6722,4.7975,4.7652,4.8525,4.84,4.6581,5.077,4.8778,4.8866
"LOC100294341",6.38825,5.93665,6.91475,6.3719,5.8148,6.07245,7.36405,7.24705,5.8836,5.91155,5.91765,5.79915,6.85315,6.85185,5.3985,6.2348,7.44705,7.7092,5.6715,5.6794
"LOC100294362",4.2872,4.5286,4.8367,4.0693,4.8221,4.371,4.2286,4.2455,3.9143,3.8324,4.1839,4.1941,3.8794,4.251,4.4804,4.3164,4.5607,4.5031,4.227,3.9049
"LOC100310756",7.9161,7.9515,7.4905,8.1068,7.9841,8.2159,7.9316,8.4072,8.2245,8.1668,7.7109,7.929,7.9268,7.7741,7.8941,8.4656,7.8495,8.1377,8.0342,8.2362
"LOC100379224",1.8847,2.3234,2.1992,2.0652,2.4585,2.0791,2.3487,2.1967,2.2601,1.9407,2.3656,2.1221,2.2191,2.1705,2.0335,2.3313,2.1972,1.8801,2.3998,2.3527
"LOC100422212",2.6637,2.3669,2.5649,2.5963,2.1947,2.5205,2.2662,2.4867,2.7535,2.5578,2.3633,2.326,2.5216,2.4594,2.5822,2.5477,2.287,2.4335,2.2313,2.5822
"LOC100422737",3.32965,3.05145,3.4079,3.30205,3.12895,3.41445,3.1158,3.30895,3.30285,3.16555,3.096,3.41125,3.0972,3.16875,3.21485,3.14795,3.12315,3.13805,3.16635,3.18265
"LOC100422781",6.2581,6.5489,6.7365,5.4026,5.4524,6.2863,6.1056,6.122,5.9012,5.9278,6.2814,6.4439,6.3614,6.2349,5.913,6.0378,6.1842,6.4298,6.1291,5.9327
"LOC100499194",4.4006,3.8744,4.6285,4.5391,4.5949,4.46,4.268,4.3058,4.5965,4.1224,4.1456,4.3082,4.2554,4.4232,4.4791,4.5007,4.4834,4.3347,4.4119,4.3705
"LOC100499489",5.5339,5.678,5.47035,5.6202,5.6363,5.3508,5.81545,5.73495,5.8126,5.85245,5.6043,5.6873,5.50815,5.7586,5.1798,5.50145,5.71245,5.40215,5.69135,5.7216
"LOC100505474",3.6574,3.4521,3.6371,3.1912,3.5312,3.626,3.4022,3.921,3.5698,3.5561,3.4159,3.6925,3.4736,3.1496,3.2,3.983,3.176,3.3809,3.4718,3.7742
"LOC100505478",4.7511,4.9718,4.93,4.7564,4.7093,4.8188,4.5701,5.0448,4.812,4.7216,4.6096,4.7539,4.8694,4.7684,4.9877,4.6302,4.7346,5.0434,4.8412,4.9227
"LOC100505498",5.61333333333333,5.55913333333333,4.981,4.78476666666667,4.74186666666667,4.8851,5.2888,5.3855,5.64953333333333,5.14813333333333,6.74883333333333,6.09873333333333,5.29863333333333,6.2301,6.5968,5.26,6.20703333333333,6.70403333333333,6.6372,7.2836
"LOC100505501",5.2553,4.9366,4.4271,5.0238,4.8934,4.7565,4.8469,4.2801,5.3962,4.6927,4.1379,5.5216,5.1332,5.2408,4.5665,4.7629,4.653,4.3779,4.778,5.396
"LOC100505515",2.8013,2.7583,3.2375,3.0016,3.106,2.8205,2.8892,3.2097,2.8904,2.9773,2.6833,3.018,2.9635,2.8155,3.1974,3.0644,2.8334,2.8346,2.8427,2.7313
"LOC100505534",2.6396,2.8869,2.5066,2.6189,2.6751,2.3057,2.5885,2.4152,2.6546,2.4452,2.4579,2.5515,2.1771,2.6001,2.4751,2.5704,2.4769,2.4002,2.5352,2.4244
"LOC100505540",3.3496,3.1666,3.4774,3.4666,3.5018,3.5314,3.3879,3.3014,3.5514,3.475,3.3743,3.3973,3.5041,3.5291,3.4942,3.1395,3.201,3.5552,3.3502,3.3437
"LOC100505549",6.40195,6.22765,6.2535,6.0943,6.71285,6.62255,6.97935,6.3969,7.395,6.7042,6.3265,6.43205,6.15395,5.86845,6.56515,6.6356,6.60735,6.80905,6.63115,6.93585
"LOC100505555",7.11725,6.939925,7.342875,7.18715,7.588075,7.185975,6.896275,6.783725,7.688925,7.18215,6.89785,7.07245,7.171625,7.2855,7.468875,6.7586,6.7504,6.781125,7.596225,7.01655
"LOC100505564",3.8792,4.0175,3.2465,3.6377,3.1742,3.336,3.5392,3.4537,4.2306,3.6281,3.3747,4.1045,3.5227,3.3294,3.5004,3.6311,3.5372,3.3941,3.5322,3.5024
"LOC100505570",4.557,4.5905,4.7108,4.4774,4.2867,4.6164,4.5247,4.9929,4.6262,4.5032,4.3874,4.3795,4.5309,4.3004,4.5302,4.3764,4.4352,4.6012,4.5566,4.4873
"LOC100505592",4.9855,4.8896,5.0694,5.3937,6.1467,4.8392,5.5196,5.298,5.1744,5.755,5.2395,5.0426,4.9299,5.8827,5.4518,4.8348,5.5751,5.4949,4.9265,6.3338
"LOC100505609",2.61625,2.61165,2.80655,2.78595,2.51525,2.90505,2.6499,2.67625,2.71365,2.8038,2.593,3.06615,2.6434,2.6271,2.64485,2.7422,2.81575,2.46925,2.71705,2.7538
"LOC100505622",3.9438,3.8784,4.1251,4.007,4.441,3.8268,4.3438,3.9974,4.1059,4.0206,4.1683,4.1929,4.0897,4.3949,3.9146,4.1462,4.3727,4.2167,4.3005,4.209
"LOC100505635",3.5757,3.004,3.5322,3.58,3.3528,3.2528,3.6286,3.6028,3.4596,3.3912,3.6381,3.1773,3.2763,3.4922,3.7135,3.4575,3.6113,3.781,3.4203,3.8337
"LOC100505658",3.3124,4.0965,3.626,3.7875,4.3869,4.3383,4.3811,3.8519,3.6747,3.2224,3.9825,4.1787,3.8076,4.0127,4.0593,4.1628,4.4641,4.3707,3.7209,3.5292
"LOC100505664",10.1262,9.8235,10.731,9.6654,8.818,9.1658,8.9541,7.7357,9.4814,9.3408,9.777,9.7107,10.5792,10.0419,8.6487,8.4588,8.8729,8.5005,9.4631,9.0868
"LOC100505666",7.0911,6.7484,7.1249,6.7174,7.1048,7.0681,6.744,6.9772,7.5074,7.138,6.9799,6.8616,6.9469,6.5432,7.0844,6.7312,6.3707,6.9858,7.0771,7.2258
"LOC100505685",3.4907,3.1263,3.7146,2.7904,3.3204,3.3364,3.4434,3.6981,4.5076,2.676,4.1583,3.3959,3.9718,2.5889,3.4768,2.8997,3.4792,3.327,4.1872,2.9393
"LOC100505710",5.3871,6.0589,5.2924,5.1907,5.3084,5.1164,5.6116,4.9994,4.9507,5.843,5.299,5.7708,5.1433,5.1131,5.1414,5.3866,5.4103,5.0249,5.2643,5.4852
"LOC100505711",3.6574,3.6282,3.8156,3.439,3.7338,3.8672,3.8023,4.1484,3.6199,3.457,3.5864,3.8651,3.688,3.6959,3.7089,3.4502,3.6794,3.917,3.6001,3.6027
"LOC100505715",6.2429,5.8133,6.3991,5.9886,5.9463,5.6554,6.8182,6.1174,5.9647,6.063,6.1953,5.7604,6.6611,5.8842,5.9645,5.667,6.4,6.4812,6.2636,5.8737
"LOC100505716",4.9617,5.9626,5.1152,4.947,5.5324,5.8639,5.3756,5.2713,4.6577,5.2511,5.4207,5.3431,5.4226,4.7077,5.435,5.7809,5.9673,5.6781,5.2189,5.6737
"LOC100505718",2.4598,2.6318,3.019,2.4706,2.4373,2.251,2.6449,2.5466,2.509,2.3903,2.396,2.3697,2.3149,2.4734,2.5338,2.5638,2.5535,2.6239,2.3243,2.5254
"LOC100505727",4.0254,4.2357,4.34235,4.1564,4.66115,4.2551,4.01985,4.3444,4.2359,3.853,4.18345,4.0227,4.2816,4.133,4.10005,4.0545,4.1268,4.1649,3.9914,4.01625
"LOC100505774",5.7022,6.3856,5.1807,5.9307,5.1991,5.2916,6.1194,5.5175,5.5503,6.7875,5.8364,5.7481,5.6599,5.781,4.7922,5.6062,6.6045,5.4179,5.8341,6.1487
"LOC100505776",2.0043,1.8766,2.2834,1.9592,2.0798,1.7483,1.9635,1.9381,2.1024,1.8725,2.0959,2.1121,2.1244,2.0043,1.9931,2.0798,1.9289,1.9872,1.9689,1.9233
"LOC100505782",4.2962,4.0907,4.3019,3.8438,4.5886,4.2288,5.1237,4.4427,3.9152,5.5212,4.3838,4.1759,4.1138,3.7607,3.8233,4.364,4.9842,4.6131,4.7318,4.9791
"LOC100505784",2.3916,3.0584,2.5448,2.6325,2.6058,2.6199,2.4415,2.4868,2.5977,2.6695,2.4039,3.0306,2.5803,2.75,2.3496,2.6883,2.6947,2.3193,2.4312,2.6269
"LOC100505797",3.6941,4.3118,3.7176,4.0672,4.6684,4.0799,3.5622,3.3223,3.4064,4.2725,4.239,4.5581,3.749,3.6979,4.4545,3.6452,4.1399,3.4256,3.6029,3.7255
"LOC100505811",2.7996,2.622,2.7933,2.5569,3.092,2.5051,2.7558,2.6994,3.6759,2.5447,2.6254,2.8547,2.7616,3.0679,2.8093,2.8042,2.9532,2.8346,2.8042,2.5413
"LOC100505812",5.68145,6.03495,5.10775,5.67375,6.8937,5.57705,5.80695,5.988,5.67515,5.70085,5.3583,5.4757,4.926,6.3434,5.5707,5.8222,5.68545,5.50815,5.0906,5.44345
"LOC100505817",2.3001,2.3646,2.6884,2.3463,2.2387,2.1595,2.369,2.2841,2.3691,2.2862,2.4195,2.5121,2.4731,2.3696,2.0793,2.3299,2.1335,2.2199,2.2612,2.2727
"LOC100505824",3.0605,3.1059,3.5385,2.9428,3.6585,3.2434,2.8633,2.9955,2.7171,2.7708,2.9184,2.9839,3.0299,2.934,3.1131,3.1194,3.0132,3.3824,3.1041,3.0294
"LOC100505835",3.8028,3.7922,3.971,3.6513,3.7338,3.7102,3.8606,3.7734,3.8973,3.6767,4.0819,3.6926,3.9486,3.7119,3.8401,3.658,3.6311,4.0523,4.0052,3.6872
"LOC100505841",4.1984,4.8385,4.9112,4.4945,4.793,4.6128,4.6163,4.5319,4.9395,4.2262,4.991,4.469,4.9766,4.6972,4.5548,4.3795,4.309,4.7604,4.8137,4.5789
"LOC100505851",5.2982,3.4569,4.3934,3.6857,3.5552,4.7925,3.87715,7.2723,5.00125,6.41225,5.6231,4.06435,3.347,4.0876,7.1105,4.9995,4.2639,7.1045,6.27225,7.3403
"LOC100505853",3.7542,3.7588,4.3697,3.8119,3.9618,3.7974,3.5514,3.9115,3.9612,3.7829,3.6386,3.7219,3.6634,3.7564,3.7219,3.643,3.8911,3.9527,3.8376,3.7988
"LOC100505874",5.534,4.8737,4.06565,5.7167,6.18845,5.383,4.24275,5.43255,4.52535,5.1443,5.89535,5.13285,4.53895,5.61585,6.20455,5.1258,4.5829,5.35305,4.46635,4.85965
"LOC100505878",2.317,2.2198,2.2958,2.3881,2.1446,2.4187,1.9484,2.4776,2.4241,2.1566,2.29,2.3773,2.1063,2.4082,2.3496,2.2051,2.1229,2.2655,2.7334,2.2399
"LOC100505902",3.00203333333333,3.35756666666667,3.29863333333333,3.32063333333333,3.06043333333333,3.23793333333333,3.05646666666667,3.4391,3.4826,3.27536666666667,3.01866666666667,3.1332,3.20713333333333,3.00676666666667,3.3854,3.26126666666667,3.22433333333333,3.3324,3.19546666666667,3.23243333333333
"LOC100505912",3.7836,4.0307,4.2952,3.7199,4.0758,4.5726,3.8794,4.52,3.3932,4.5742,4.2633,4.2158,3.898,3.6183,4.281,4.1839,4.2055,4.6688,4.1186,5.0157
"LOC100505915",6.9886,7.5421,6.9841,6.3434,6.7844,7.2223,7.1383,7.2259,5.6479,6.2753,7.2974,6.8687,7.3984,7.1476,7.1379,7.4607,7.5743,7.5522,6.9763,6.1337
"LOC100505918",3.7207,3.6363,3.7988,3.8401,3.4236,3.1195,3.6304,3.4557,4.0873,3.5888,3.775,3.5213,3.7502,4.1559,3.6071,3.8596,3.6363,3.5939,3.6332,4.006
